Directory,File Name,Function Types,Function Names,Function Params
chrome/content/zotero/elements,attachmentBox.js,AsyncClassMethod,updateInfo,NONE
chrome/content/zotero/elements,attachmentBox.js,AsyncClassMethod,updatePreview,NONE
chrome/content/zotero/elements,attachmentBox.js,ClassMethod,updateItemIndexedState,NONE
chrome/content/zotero/elements,attachmentBox.js,AsyncClassMethod,editFileName,newFilename
chrome/content/zotero/elements,attachmentBox.js,FunctionExpression,getExtension,filename
chrome/content/zotero/elements,attachmentBox.js,ClassMethod,initAttachmentNoteEditor,NONE
chrome/content/zotero/elements,attachmentBox.js,AsyncClassMethod,convertAttachmentNote,NONE
chrome/content/zotero/elements,attachmentBox.js,ClassMethod,_id,id
chrome/content/zotero/elements,attachmentBox.js,AsyncClassMethod,_waitForRender,callback
chrome/content/zotero/elements,attachmentBox.js,ClassMethod,_initPreview,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,constructor,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,constructor,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,nextPreview,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,item,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,item,val
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,previewType,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,isValidType,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,isReaderType,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,isMediaType,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,isPaginatedType,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,hasPreview,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,disableResize,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,disableResize,val
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,setPreviewStatus,val
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,init,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,destroy,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,notify,event
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,notify,type
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,notify,ids
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,notify,extraData
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,render,NONE
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,discard,NONE
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,_processTask,NONE
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,_processRender,[ComplexParam]
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_tryAbortRender,itemID
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,_processDiscard,NONE
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,openAttachment,event
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,goto,type
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,updateGoto,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleFocusIn,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleKeypress,e
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,_renderReader,itemID
chrome/content/zotero/elements,attachmentPreview.js,AsyncClassMethod,_renderMedia,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleReaderLoad,event
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleResize,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleDragStart,event
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_handleDragEnd,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_updateDragImage,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_updateWidthHeightRatio,NONE
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_id,id
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_debug,message
chrome/content/zotero/elements,attachmentPreview.js,ClassMethod,_debug,...args
chrome/content/zotero/elements,attachmentPreviewBox.js,ClassMethod,constructor,NONE
chrome/content/zotero/elements,attachmentPreviewBox.js,ClassMethod,item,NONE
chrome/content/zotero/elements,attachmentPreviewBox.js,ClassMethod,item,item
chrome/content/zotero/elements,attachmentPreviewBox.js,ClassMethod,init,NONE
chrome/content/zotero/elements,attachmentPreviewBox.js,ClassMethod,destroy,NONE
chrome/content/zotero/elements,attachmentPreviewBox.js,AsyncClassMethod,render,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,observedAttributes,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attributeChangedCallback,name
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attributeChangedCallback,oldValue
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attributeChangedCallback,newValue
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attachment,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attachment,attachment
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,attachmentTitle,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,init,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,destroy,NONE
chrome/content/zotero/elements,attachmentRow.js,ClassMethod,render,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,item,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,item,item
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,inTrash,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,usePreview,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,usePreview,val
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,previewElem,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,_renderDependencies,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,init,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,destroy,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,notify,action
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,notify,type
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,notify,ids
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,addRow,attachment
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,render,NONE
chrome/content/zotero/elements,attachmentsBox.js,AsyncClassMethod,asyncRender,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,discard,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,updateCount,NONE
chrome/content/zotero/elements,attachmentsBox.js,AsyncClassMethod,updateRows,NONE
chrome/content/zotero/elements,attachmentsBox.js,AsyncClassMethod,updatePreview,NONE
chrome/content/zotero/elements,attachmentsBox.js,AsyncClassMethod,_getPreviewAttachment,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,_initPreview,NONE
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,_updateRowAttributes,row
chrome/content/zotero/elements,attachmentsBox.js,ClassMethod,_updateRowAttributes,attachment
chrome/content/zotero/elements,attachmentsBox.js,AsyncClassMethod,_updateAttachmentIDs,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,constructor,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,connectedCallback,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,disconnectedCallback,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,popup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,popupElement,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,controller,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,popupOpen,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,popupOpen,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,disableAutoComplete,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,disableAutoComplete,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,completeDefaultIndex,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,completeDefaultIndex,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,completeSelectedIndex,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,completeSelectedIndex,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,forceComplete,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,forceComplete,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,minResultsForPopup,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,minResultsForPopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,timeout,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,timeout,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,searchParam,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,searchParam,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,searchCount,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,inPrivateContext,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,noRollupOnCaretMove,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,textValue,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,textValue,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,editable,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,open,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,open,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,value,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,value,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,focused,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,maxRows,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,maxRows,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,maxdropmarkerrows,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,maxdropmarkerrows,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,tabScrolling,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,tabScrolling,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,ignoreBlurWhileSearching,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,ignoreBlurWhileSearching,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,highlightNonMatches,val
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,highlightNonMatches,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,getSearchAt,aIndex
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,selectTextRange,aStartIndex
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,selectTextRange,aEndIndex
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,onSearchBegin,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,onSearchComplete,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,onTextEntered,event
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,onTextReverted,event
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,attachController,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,detachController,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,openPopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,closePopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,movePopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,showHistoryPopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,toggleHistoryPopup,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,handleKeyDown,aEvent
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,handleEnter,event
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,handleDelete,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,initSearchNames,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,_focus,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,resetActionType,NONE
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,_setValueInternal,value
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,_setValueInternal,isUserInput
chrome/content/zotero/elements,autocompleteTextArea.js,ClassMethod,onInput,aEvent
chrome/content/zotero/elements,base.js,ClassMethod,content,NONE
chrome/content/zotero/elements,base.js,ClassMethod,init,NONE
chrome/content/zotero/elements,base.js,ClassMethod,destroy,NONE
chrome/content/zotero/elements,base.js,ClassMethod,connectedCallback,NONE
chrome/content/zotero/elements,base.js,ClassMethod,disconnectedCallback,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,init,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,focus,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,refresh,combinedItems
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,refocusInput,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getCurrentInput,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getFutureBubbleIndex,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getAllBubbles,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_onBodyClick,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_createBubble,content
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_createBubble,dialogReferenceID
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_onBubbleKeydown,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_deleteBubble,bubble
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_createInputElem,NONE
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_onInputKeydown,input
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,_onInputKeydown,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,init,bubbleInput
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,handleDragStart,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,handleDragEnter,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,handleDragOver,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,handleDrop,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,handleDragEnd,_
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,init,bubbleInput
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,isInput,node
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,isInputEmpty,input
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,isCursorAtInputStart,input
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,isCursorAtInputEnd,input
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,findNextClass,className
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,findNextClass,startNode
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,findNextClass,isForward
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getLastBubbleBeforePoint,x
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getLastBubbleBeforePoint,y
chrome/content/zotero/elements,bubbleInput.js,FunctionExpression,isClickAfterBubble,clickX
chrome/content/zotero/elements,bubbleInput.js,FunctionExpression,isClickAfterBubble,bubbleRect
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,notifyDialog,eventType
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,notifyDialog,data
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,isKeypressPrintable,event
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,getContentWidth,input
chrome/content/zotero/elements,bubbleInput.js,ClassMethod,combineNeighboringInputs,startingNode
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,open,NONE
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,open,newOpen
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,empty,NONE
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,empty,val
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,setCount,count
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,label,NONE
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,label,val
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,summary,NONE
chrome/content/zotero/elements,collapsibleSection.js,ClassMethod,summary,val
